carat,cut,color,clarity,depth,table,price,x,y,z,xy,predictions
1.01,Very Good,E,SI1,62.3,56.0,5339,6.36,6.42,3.98,0.9906542056074767,5274.4
1.01,Very Good,E,SI1,61.1,57.0,5339,6.43,6.46,3.94,0.9953560371517027,5215.4
1.14,Ideal,J,VS1,61.6,56.0,5339,6.71,6.73,4.14,0.9970282317979197,5354.3
1.01,Very Good,E,SI2,60.2,60.0,5340,6.46,6.5,3.9,0.9938461538461538,5116.2
1.21,Ideal,J,SI1,61.9,54.0,5341,6.85,6.88,4.25,0.9956395348837209,5200.6
1.0,Very Good,D,SI1,62.3,59.0,5342,6.26,6.29,3.91,0.9952305246422893,5413.4
0.91,Very Good,D,SI1,62.0,59.0,5342,6.19,6.16,3.83,1.00487012987013,5025.6
1.06,Ideal,G,SI1,62.0,57.0,5342,6.54,6.5,4.04,1.0061538461538462,5195.9333333333325
1.05,Ideal,H,SI1,61.9,57.0,5342,6.54,6.57,4.06,0.9954337899543378,5462.0
1.13,Ideal,F,SI1,59.7,57.0,5342,6.82,6.79,4.06,1.004418262150221,5551.8
1.04,Premium,H,VS2,59.6,58.0,5344,6.63,6.55,3.93,1.0122137404580154,5307.0
1.0,Good,E,SI1,57.2,62.0,5345,6.59,6.56,3.76,1.0045731707317074,5333.8
1.01,Premium,F,SI1,62.3,58.0,5345,6.44,6.41,4.0,1.0046801872074884,5236.2
1.01,Premium,F,SI1,59.8,60.0,5345,6.57,6.53,3.92,1.006125574272588,5238.6
1.01,Premium,F,SI1,62.2,59.0,5345,6.41,6.36,3.97,1.0078616352201257,5212.2
1.01,Premium,F,SI1,60.6,59.0,5345,6.52,6.49,3.94,1.0046224961479198,5259.8
1.01,Ideal,F,SI1,60.9,55.0,5345,6.5,6.48,3.95,1.0030864197530864,5339.1
1.02,Ideal,G,VS2,62.4,57.0,5346,6.47,6.36,4.0,1.0172955974842766,5589.6
1.21,Very Good,I,SI1,62.8,57.0,5346,6.73,6.8,4.25,0.9897058823529412,5336.2
1.02,Premium,G,VS2,61.5,59.0,5346,6.45,6.4,3.95,1.0078125,5573.8
1.11,Premium,G,VS2,61.0,59.0,5346,6.7,6.67,4.08,1.0044977511244377,5630.4
1.1,Ideal,H,VS2,60.5,57.0,5347,6.73,6.7,4.06,1.0044776119402985,5605.3
1.07,Ideal,G,SI1,61.9,55.0,5347,6.57,6.62,4.08,0.9924471299093656,5328.1
1.05,Ideal,I,VS2,60.2,57.0,5347,6.6,6.65,3.99,0.9924812030075187,5383.5
1.05,Ideal,F,SI2,61.9,56.0,5347,6.48,6.5,4.02,0.996923076923077,5000.5
1.0,Premium,F,VS2,61.3,59.0,5347,6.39,6.35,3.9,1.0062992125984251,5797.1
1.02,Fair,E,VS2,66.6,57.0,5350,6.09,6.14,4.07,0.99185667752443,5554.1
1.0,Very Good,E,SI1,59.6,60.0,5351,6.43,6.48,3.85,0.9922839506172838,5403.1
1.0,Very Good,E,SI1,61.2,60.0,5351,6.39,6.42,3.92,0.9953271028037383,5314.7
1.05,Premium,D,SI1,61.6,61.0,5351,6.55,6.5,4.02,1.0076923076923077,5655.1
1.5,Premium,J,SI2,61.3,59.0,5351,7.38,7.33,4.51,1.0068212824010914,5658.8
1.2,Very Good,H,SI2,62.0,58.0,5352,6.73,6.79,4.19,0.9911634756995582,5337.6
1.2,Very Good,I,SI1,63.8,57.0,5352,6.64,6.72,4.26,0.9880952380952381,5312.3
1.05,Ideal,I,VVS2,61.8,54.0,5352,6.55,6.57,4.05,0.9969558599695585,5728.4
1.08,Ideal,G,SI1,61.8,56.0,5352,6.58,6.55,4.06,1.0045801526717557,5336.6
1.08,Ideal,D,SI2,61.6,57.0,5352,6.62,6.58,4.07,1.006079027355623,5193.3
1.04,Very Good,G,VS2,61.4,63.0,5353,6.51,6.55,4.01,0.9938931297709923,5863.3
1.03,Very Good,G,SI1,59.4,60.0,5353,6.61,6.66,3.94,0.9924924924924925,5034.3
1.21,Premium,I,SI1,61.6,58.0,5353,6.89,6.84,4.23,1.0073099415204678,5514.3
1.06,Ideal,F,SI2,61.8,56.0,5354,6.56,6.51,4.04,1.0076804915514592,5144.3
1.25,Ideal,I,SI2,62.0,57.0,5355,6.92,6.85,4.27,1.0102189781021897,5258.2
1.25,Ideal,G,SI2,61.6,57.0,5355,6.98,6.91,4.28,1.0101302460202606,5466.8
1.02,Premium,H,VS2,62.4,58.0,5356,6.39,6.43,4.0,0.9937791601866252,5386.7
1.03,Ideal,F,SI1,62.8,56.0,5356,6.38,6.46,4.03,0.9876160990712074,5387.0
1.22,Good,J,VS1,58.5,61.0,5356,6.94,7.0,4.08,0.9914285714285714,5464.6
0.9,Good,E,VS1,59.3,56.0,5356,6.27,6.32,3.73,0.9920886075949366,5178.6
1.08,Ideal,I,VS2,61.8,54.2,5357,6.57,6.6,4.07,0.9954545454545456,5482.7
1.34,Ideal,G,SI2,62.0,55.0,5358,7.06,7.03,4.37,1.0042674253200568,5528.0
1.34,Ideal,J,SI2,62.0,56.0,5358,7.09,7.03,4.38,1.0085348506401137,5222.1
1.11,Ideal,H,SI1,61.6,56.0,5358,6.65,6.69,4.11,0.9940209267563528,5917.8
1.09,Ideal,H,SI1,61.9,57.0,5358,6.63,6.58,4.09,1.0075987841945289,5117.6
0.92,Premium,E,VS1,60.9,61.0,5358,6.25,6.22,3.8,1.004823151125402,5332.3
1.11,Ideal,E,SI2,61.2,55.0,5358,6.72,6.68,4.1,1.0059880239520957,5304.4
1.1,Ideal,E,SI2,61.6,56.0,5359,6.66,6.63,4.09,1.004524886877828,5250.5
1.12,Very Good,G,SI1,61.1,59.0,5361,6.69,6.73,4.1,0.9940564635958395,5238.0
1.1,Ideal,G,SI2,62.1,58.0,5361,6.61,6.63,4.11,0.9969834087481146,5088.4
1.05,Ideal,G,SI1,61.9,56.0,5361,6.51,6.55,4.04,0.9938931297709923,5147.0
1.05,Ideal,G,SI1,62.3,55.0,5361,6.47,6.54,4.05,0.9892966360856269,5086.8
1.11,Good,J,IF,58.3,62.0,5361,6.77,6.84,3.97,0.989766081871345,5672.6
1.24,Ideal,J,VS2,61.8,58.0,5361,6.88,6.84,4.24,1.0058479532163742,5379.2
1.25,Very Good,H,SI2,62.7,57.0,5362,6.82,6.86,4.29,0.9941690962099126,5921.4
1.06,Ideal,I,VS2,61.0,57.0,5362,6.55,6.59,4.01,0.9939301972685888,5369.8
1.12,Ideal,H,SI1,62.0,57.0,5363,6.69,6.64,4.13,1.0075301204819278,5401.1
1.12,Premium,H,SI1,62.2,60.0,5363,6.65,6.59,4.12,1.0091047040971168,5335.6
1.12,Premium,H,SI1,61.6,59.0,5363,6.67,6.63,4.1,1.0060331825037707,5204.2
1.26,Ideal,I,SI2,62.0,56.0,5363,7.0,6.94,4.32,1.0086455331412103,5232.5
1.21,Very Good,G,SI2,59.3,59.0,5364,6.97,7.0,4.14,0.9957142857142857,5371.5
1.09,Ideal,D,SI2,62.4,57.0,5364,6.55,6.6,4.1,0.9924242424242424,5512.4
1.03,Premium,H,VS2,63.0,59.0,5364,6.47,6.36,4.04,1.0172955974842766,5349.7
1.03,Ideal,H,VS2,62.3,56.0,5364,6.46,6.44,4.02,1.0031055900621118,5595.5
1.03,Premium,H,VS2,60.9,58.0,5364,6.55,6.48,3.97,1.0108024691358024,5469.6
1.03,Premium,H,VS2,61.6,61.0,5364,6.51,6.44,3.99,1.0108695652173911,5187.5
1.03,Premium,H,VS2,62.6,56.0,5364,6.43,6.38,4.01,1.0078369905956113,5446.4
1.03,Ideal,F,SI1,62.6,57.0,5366,6.42,6.46,4.03,0.9938080495356038,5468.2
1.01,Premium,E,SI1,58.2,59.0,5366,6.59,6.54,3.82,1.007645259938838,5246.5
1.17,Premium,F,SI1,61.9,60.0,5366,6.72,6.66,4.14,1.009009009009009,5837.0
1.16,Premium,G,SI1,63.0,58.0,5366,6.7,6.66,4.21,1.006006006006006,5377.2
1.14,Very Good,H,SI1,62.9,59.0,5367,6.62,6.64,4.17,0.996987951807229,5422.7
1.07,Very Good,H,SI1,60.4,58.0,5367,6.67,6.73,4.05,0.9910846953937592,5172.9
1.02,Ideal,G,SI1,60.6,57.0,5367,6.49,6.52,3.94,0.9953987730061351,5266.6
1.22,Premium,I,SI1,62.1,59.0,5368,6.8,6.86,4.24,0.9912536443148687,5432.4
1.22,Premium,I,SI1,61.2,59.0,5368,6.86,6.9,4.21,0.9942028985507246,5398.4
1.02,Premium,F,SI1,61.4,58.0,5369,6.48,6.41,3.96,1.0109204368174727,5415.7
1.13,Very Good,J,VS1,62.1,59.0,5370,6.64,6.71,4.14,0.9895678092399404,5216.0
1.05,Premium,H,VS2,62.7,59.0,5370,6.43,6.49,4.05,0.9907550077041601,5394.5
1.05,Very Good,H,VS2,59.0,59.0,5370,6.68,6.71,3.95,0.9955290611028316,5466.7
1.1,Ideal,H,SI1,62.0,57.0,5370,6.66,6.7,4.14,0.9940298507462687,5454.6
1.37,Premium,J,VS1,60.0,62.0,5370,7.24,7.21,4.33,1.0041608876560333,5550.3
1.27,Very Good,I,SI2,59.7,57.0,5371,6.99,7.04,4.19,0.9928977272727273,4752.1
1.01,Very Good,E,SI1,61.5,60.0,5372,6.39,6.42,3.94,0.9953271028037383,5419.3
1.16,Very Good,G,SI1,60.5,60.0,5372,6.86,6.77,4.12,1.0132939438700148,5418.0
1.01,Ideal,E,SI1,62.1,57.0,5372,6.4,6.45,3.99,0.9922480620155039,5295.1
1.2,Very Good,D,SI2,63.1,57.0,5373,6.68,6.75,4.24,0.9896296296296296,5957.5
0.81,Ideal,E,VVS2,62.2,53.7,5373,5.97,5.99,3.72,0.9966611018363939,5295.3
1.07,Ideal,I,VS1,62.0,53.0,5373,6.61,6.62,4.1,0.9984894259818732,5450.0
1.2,Ideal,I,SI2,61.1,57.0,5373,6.86,6.89,4.2,0.995645863570392,5293.9
0.9,Ideal,E,SI1,61.9,54.0,5373,6.19,6.22,3.84,0.9951768488745981,5278.3
1.06,Ideal,H,VS2,61.2,55.0,5373,6.61,6.57,4.03,1.0060882800608828,5565.0
1.17,Ideal,H,SI2,61.4,56.0,5373,6.83,6.76,4.17,1.0103550295857988,4987.7
1.23,Premium,H,SI2,61.2,57.0,5373,6.89,6.86,4.21,1.0043731778425655,5418.1
1.12,Very Good,F,SI1,61.4,63.0,5374,6.7,6.68,4.11,1.0029940119760479,5464.1
1.12,Very Good,H,SI2,61.7,59.0,5375,6.67,6.71,4.13,0.9940387481371088,5022.4
1.08,Very Good,H,SI1,61.8,53.0,5375,6.62,6.63,4.09,0.9984917043740573,5296.7
0.93,Ideal,H,VS1,61.8,55.0,5375,6.28,6.26,3.88,1.003194888178914,5228.0
1.01,Ideal,E,SI1,62.9,56.0,5375,6.41,6.38,4.02,1.0047021943573669,5446.7
1.2,Premium,I,VVS2,63.0,60.0,5376,6.71,6.63,4.2,1.0120663650075414,5674.1
1.2,Very Good,J,VS1,63.1,59.0,5376,6.75,6.65,4.23,1.0150375939849623,5350.3
1.09,Ideal,H,SI1,62.1,55.0,5376,6.6,6.64,4.11,0.9939759036144579,5285.2
1.0,Fair,E,VS2,65.0,58.0,5376,6.21,6.16,4.02,1.0081168831168832,5268.8
1.13,Premium,D,SI2,62.0,58.0,5376,6.68,6.64,4.13,1.0060240963855422,5176.1
1.13,Premium,G,SI1,60.9,60.0,5376,6.76,6.67,4.09,1.0134932533733134,5203.5
1.2,Premium,H,SI2,62.2,58.0,5376,6.79,6.74,4.21,1.0074183976261126,5376.0
1.2,Ideal,I,SI1,63.5,61.0,5376,6.75,6.71,4.27,1.0059612518628913,5381.0
1.2,Ideal,I,SI1,62.6,58.0,5376,6.74,6.71,4.21,1.0044709388971684,5331.7
1.28,Premium,H,SI2,60.2,60.0,5376,6.97,6.93,4.31,1.0057720057720059,5497.1
1.2,Premium,H,SI2,62.5,58.0,5376,6.81,6.76,4.24,1.0073964497041419,4975.7
1.2,Premium,H,SI2,62.3,58.0,5376,6.81,6.76,4.23,1.0073964497041419,5376.0
1.2,Premium,H,SI2,62.0,58.0,5376,6.91,6.76,4.24,1.022189349112426,5010.0
1.0,Good,E,VS2,64.0,58.0,5376,6.24,6.2,3.99,1.0064516129032257,5464.6
1.03,Ideal,I,VS2,61.2,56.0,5378,6.5,6.51,3.98,0.9984639016897082,5378.0
1.13,Ideal,I,SI2,62.0,55.0,5378,6.68,6.7,4.15,0.9970149253731343,5072.2
1.18,Ideal,I,SI1,61.5,56.0,5378,6.77,6.82,4.18,0.9926686217008797,5550.9
1.01,Good,F,SI1,62.4,59.0,5378,6.29,6.33,3.94,0.9936808846761453,5401.4
1.03,Ideal,F,SI1,61.3,57.0,5378,6.58,6.51,4.01,1.010752688172043,5323.7
1.01,Good,E,SI1,64.3,59.0,5379,6.23,6.28,4.02,0.9920382165605096,4935.8
1.04,Very Good,E,SI1,63.5,56.0,5381,6.41,6.37,4.06,1.0062794348508635,5398.9
1.24,Premium,D,SI2,59.9,59.0,5382,7.01,6.95,4.18,1.0086330935251797,5241.6
1.31,Very Good,J,SI1,62.5,55.0,5382,6.97,7.05,4.38,0.9886524822695035,5371.5
1.14,Ideal,H,SI1,62.3,56.0,5382,6.69,6.77,4.19,0.9881831610044315,5467.0
1.02,Very Good,H,VS2,62.4,57.0,5383,6.43,6.35,3.99,1.0125984251968505,5330.4
1.01,Very Good,F,SI1,61.9,58.0,5383,6.41,6.44,3.98,0.9953416149068323,5287.3
1.11,Very Good,F,SI1,60.1,61.0,5384,6.64,6.74,4.06,0.9851632047477744,5284.1
1.13,Ideal,H,SI1,62.3,56.0,5384,6.66,6.69,4.16,0.9955156950672646,5901.3
1.0,Good,E,SI1,58.0,60.0,5384,6.48,6.52,3.77,0.9938650306748468,5344.5
1.09,Premium,F,SI1,60.9,59.0,5384,6.64,6.59,4.03,1.007587253414264,5298.5
1.15,Premium,G,SI1,63.0,59.0,5384,6.68,6.63,4.19,1.0075414781297134,5339.7
1.09,Premium,F,SI1,62.7,58.0,5384,6.56,6.51,4.1,1.0076804915514592,5331.4
1.0,Very Good,G,VS2,60.0,55.0,5385,6.41,6.52,3.88,0.9831288343558283,5749.3
1.2,Ideal,G,SI2,62.2,56.0,5385,6.74,6.84,4.22,0.9853801169590644,5414.4
1.0,Ideal,I,VS1,60.4,55.0,5385,6.49,6.52,3.93,0.9953987730061351,5174.3
1.01,Fair,D,SI1,66.0,57.0,5385,6.29,6.22,4.13,1.0112540192926045,5060.9
1.01,Fair,D,SI1,65.0,57.0,5385,6.3,6.22,4.07,1.0128617363344052,5295.3
1.01,Very Good,D,SI1,60.8,57.0,5386,6.58,6.54,3.99,1.0061162079510704,5415.8
0.9,Ideal,F,VS1,61.6,56.0,5386,6.2,6.23,3.83,0.9951845906902086,5392.4
1.11,Ideal,H,SI1,62.7,56.0,5386,6.65,6.59,4.15,1.0091047040971168,4850.1
1.23,Good,J,VS2,63.6,57.0,5386,6.79,6.74,4.3,1.0074183976261126,4582.6
0.9,Very Good,E,SI1,61.4,56.0,5387,6.19,6.23,3.81,0.9935794542536116,5010.7
1.01,Ideal,H,SI1,61.7,57.0,5387,6.37,6.44,3.96,0.9891304347826086,4804.7
1.01,Ideal,H,SI1,61.2,57.0,5387,6.42,6.47,3.95,0.9922720247295209,5165.9
1.01,Ideal,G,SI1,61.2,57.0,5387,6.44,6.5,3.96,0.9907692307692308,5168.1
1.3,Ideal,H,VS2,62.9,56.0,5387,7.0,6.96,4.39,1.0057471264367817,5598.6
1.21,Premium,F,SI2,61.5,61.0,5387,6.82,6.77,4.18,1.0073855243722305,5295.5
1.21,Very Good,I,VS2,63.4,57.0,5387,6.79,6.72,4.28,1.0104166666666667,5370.4
1.0,Premium,H,VS1,61.5,57.0,5387,6.44,6.37,3.94,1.010989010989011,5378.5
1.0,Premium,H,VS1,60.7,59.0,5387,6.44,6.4,3.9,1.00625,5199.5
1.21,Ideal,I,VS2,62.3,58.0,5387,6.79,6.75,4.22,1.005925925925926,5579.4
1.16,Ideal,H,SI2,60.9,59.0,5388,6.72,6.78,4.11,0.991150442477876,5055.7
1.21,Ideal,J,SI1,62.7,55.2,5390,6.79,6.84,4.27,0.9926900584795322,4457.6
1.0,Very Good,D,SI1,62.1,58.0,5390,6.34,6.45,3.97,0.9829457364341084,5338.5
1.0,Very Good,D,SI1,62.1,61.0,5390,6.3,6.32,3.92,0.9968354430379746,5465.5
1.0,Very Good,D,SI1,61.3,54.0,5390,6.37,6.39,3.91,0.996870109546166,5483.3
1.0,Premium,D,SI1,61.5,60.0,5390,6.34,6.38,3.91,0.9937304075235109,5477.8
1.19,Very Good,J,SI1,60.0,57.0,5390,6.93,6.89,4.15,1.0058055152394776,5136.6
0.92,Good,G,VVS2,58.8,57.0,5390,6.32,6.37,3.73,0.9921507064364208,5648.1
1.25,Premium,I,SI1,59.7,59.0,5390,7.03,6.97,4.18,1.0086083213773316,5637.3
1.12,Ideal,I,VS2,61.2,54.0,5392,6.74,6.77,4.13,0.9955686853766619,5365.2
1.14,Ideal,J,VS1,61.5,57.0,5392,6.7,6.73,4.13,0.9955423476968797,5214.7
1.06,Ideal,G,SI1,60.5,57.0,5393,6.64,6.59,4.0,1.007587253414264,5428.9333333333325
1.02,Very Good,H,VS2,60.6,60.0,5393,6.55,6.48,3.95,1.0108024691358024,5196.1
1.01,Very Good,H,VS2,61.6,57.0,5393,6.41,6.44,3.96,0.9953416149068323,5261.4
1.03,Very Good,E,SI2,61.7,54.9,5393,6.46,6.52,4.01,0.99079754601227,5064.2
1.03,Very Good,D,SI1,61.8,57.0,5393,6.49,6.53,4.02,0.9938744257274119,5617.9
1.07,Ideal,E,SI2,61.4,57.0,5393,6.62,6.57,4.05,1.0076103500761036,5228.5
1.06,Premium,D,SI2,62.5,56.0,5393,6.61,6.47,4.09,1.0216383307573416,5393.0
0.91,Good,G,SI1,57.7,58.0,5394,6.33,6.4,3.67,0.9890625,4701.9
1.01,Very Good,D,SI1,59.8,56.0,5394,6.57,6.6,3.94,0.9954545454545456,5451.0
1.25,Ideal,I,SI2,61.4,55.0,5395,6.92,6.99,4.27,0.9899856938483548,5356.4
1.11,Ideal,H,SI1,62.5,56.0,5395,6.65,6.63,4.15,1.0030165912518854,5305.6
1.11,Premium,H,VS2,60.9,57.0,5395,6.77,6.69,4.1,1.0119581464872944,5571.2
1.11,Premium,H,VS2,62.0,59.0,5395,6.66,6.59,4.11,1.0106221547799696,5509.1
1.11,Ideal,G,SI2,61.7,57.0,5395,6.69,6.65,4.12,1.006015037593985,5323.1
1.25,Premium,J,VS2,62.2,59.0,5396,6.88,6.86,4.27,1.0029154518950436,5302.1
1.0,Premium,E,SI1,60.5,59.0,5396,6.45,6.4,3.89,1.0078125,5235.0
1.0,Very Good,E,SI1,63.2,57.0,5396,6.39,6.36,4.03,1.0047169811320753,5286.1
1.0,Ideal,E,SI1,62.3,55.0,5396,6.41,6.34,3.97,1.0110410094637226,5140.1
1.0,Premium,E,SI1,61.7,58.0,5396,6.42,6.35,3.94,1.0110236220472442,5150.7
1.22,Very Good,E,SI1,63.4,56.0,5397,6.79,6.76,4.29,1.0044378698224852,5835.1
1.02,Ideal,G,SI1,61.5,57.0,5398,6.54,6.44,3.99,1.015527950310559,5352.6
1.02,Very Good,F,SI1,63.2,59.0,5398,6.38,6.35,4.02,1.004724409448819,4978.3
1.26,Premium,I,SI2,62.2,58.0,5398,6.98,6.92,4.32,1.0086705202312138,5312.9
1.02,Premium,F,SI1,62.3,58.0,5398,6.46,6.38,4.0,1.0125391849529781,5293.0
1.02,Ideal,F,SI1,62.8,55.0,5398,6.43,6.4,4.03,1.0046875,5488.1
1.26,Ideal,J,SI1,62.0,56.0,5398,6.93,6.9,4.29,1.0043478260869565,5296.9
1.01,Premium,H,VS2,61.5,59.0,5400,6.49,6.48,3.99,1.001543209876543,5180.8
1.05,Premium,E,SI2,60.3,61.0,5400,6.62,6.57,3.98,1.0076103500761036,4969.7
1.09,Ideal,I,VS1,62.7,54.0,5401,6.6,6.54,4.12,1.0091743119266054,5313.6
1.09,Premium,G,SI1,60.2,60.0,5402,6.7,6.66,4.02,1.006006006006006,5402.0
1.0,Premium,H,VS2,62.4,59.0,5404,6.75,6.72,4.2,1.0044642857142858,5185.7
1.22,Premium,I,VS2,60.1,58.0,5405,6.92,7.0,4.18,0.9885714285714285,5913.7
2.14,Fair,J,I1,69.4,57.0,5405,7.74,7.7,5.36,1.0051948051948052,5567.6
1.07,Ideal,F,SI2,61.6,57.0,5405,6.56,6.53,4.03,1.004594180704441,5077.3
1.21,Premium,G,SI2,62.7,59.0,5405,6.74,6.66,4.2,1.012012012012012,5246.5
1.27,Ideal,F,SI2,62.0,55.0,5405,6.95,6.9,4.3,1.0072463768115942,5250.8
1.19,Ideal,D,SI2,60.4,55.0,5406,6.89,6.91,4.17,0.9971056439942112,5514.5
1.05,Very Good,H,SI1,60.5,58.0,5406,6.55,6.6,3.98,0.9924242424242424,5187.7
1.21,Good,H,SI1,63.8,64.0,5407,6.72,6.63,4.26,1.0135746606334841,5492.8
1.02,Premium,G,VS2,62.7,58.0,5407,6.44,6.36,4.01,1.0125786163522013,5489.62
1.49,Good,I,SI2,64.3,59.0,5407,7.2,7.1,4.6,1.0140845070422535,5971.4
1.23,Ideal,J,SI1,62.2,57.0,5407,6.89,6.81,4.26,1.011747430249633,5330.7
1.1,Ideal,G,SI2,62.5,55.0,5407,6.61,6.66,4.15,0.9924924924924925,5362.1
1.0,Good,F,VS2,64.4,56.0,5407,6.23,6.28,4.03,0.9920382165605096,5462.0
1.2,Very Good,H,SI2,60.2,58.0,5408,6.88,6.94,4.16,0.9913544668587896,5247.9
1.13,Very Good,D,SI2,62.3,60.0,5408,6.59,6.7,4.14,0.9835820895522388,5104.9
1.2,Very Good,I,SI1,62.2,55.0,5408,6.75,6.92,4.25,0.9754335260115607,5254.0
1.2,Very Good,I,SI1,60.0,60.0,5408,6.81,6.89,4.11,0.9883889695210449,5451.3
1.2,Very Good,I,SI1,62.8,57.0,5408,6.7,6.74,4.22,0.9940652818991098,5345.2
1.11,Ideal,G,SI1,61.9,57.0,5408,6.63,6.66,4.11,0.9954954954954954,5385.3
0.3,Very Good,E,VS2,61.6,54.0,600,4.29,4.32,2.65,0.9930555555555555,654.4
0.29,Ideal,G,VVS2,61.3,56.0,600,4.23,4.25,2.6,0.9952941176470589,596.5
0.31,Ideal,G,VS1,62.3,54.0,600,4.35,4.38,2.72,0.9931506849315068,612.7
0.31,Good,E,VS1,59.0,63.0,600,4.44,4.47,2.63,0.993288590604027,702.5
0.26,Very Good,H,VVS2,63.3,58.0,600,4.08,4.04,2.57,1.00990099009901,595.4
0.26,Premium,H,VVS1,62.5,58.0,600,4.11,4.08,2.56,1.0073529411764706,603.1
0.26,Ideal,H,VVS1,61.2,56.0,600,4.16,4.11,2.53,1.0121654501216544,600.0
0.26,Premium,H,VVS2,62.4,58.0,600,4.07,4.04,2.53,1.0074257425742574,590.7
0.26,Ideal,H,IF,61.1,57.0,600,4.16,4.12,2.53,1.0097087378640777,622.8
0.23,Very Good,F,VVS2,58.1,63.0,600,4.08,4.04,2.36,1.00990099009901,555.4
0.26,Premium,H,VVS1,59.8,59.0,600,4.17,4.12,2.48,1.012135922330097,597.7
0.41,Good,G,I1,63.8,56.0,600,4.74,4.7,3.01,1.0085106382978724,620.6
0.41,Premium,I,SI2,60.6,59.0,600,4.84,4.8,2.92,1.0083333333333333,641.1
0.38,Premium,J,VS1,62.1,60.0,600,4.6,4.64,2.87,0.9913793103448276,623.4
0.36,Premium,F,SI1,61.1,59.0,600,4.58,4.62,2.81,0.9913419913419913,586.8
0.38,Very Good,F,SI2,61.0,61.0,600,4.61,4.67,2.83,0.9871520342612421,611.0
0.36,Very Good,F,SI1,60.3,58.0,600,4.6,4.65,2.79,0.9892473118279569,594.8
0.36,Premium,F,SI1,61.1,59.0,600,4.55,4.59,2.79,0.9912854030501089,593.4
0.36,Premium,F,SI1,62.3,59.0,600,4.5,4.56,2.82,0.986842105263158,600.0
0.36,Ideal,F,SI1,61.5,56.0,600,4.59,4.62,2.83,0.9935064935064934,612.9
0.36,Ideal,F,SI1,62.0,56.0,600,4.54,4.59,2.83,0.9891067538126362,596.9
0.36,Very Good,F,SI1,61.9,59.0,600,4.51,4.54,2.8,0.9933920704845814,608.7
0.36,Premium,F,SI1,61.5,58.0,600,4.54,4.6,2.81,0.9869565217391305,598.3
0.36,Ideal,F,SI1,60.1,56.0,600,4.62,4.67,2.79,0.9892933618843683,597.7
0.36,Premium,F,SI1,61.6,60.0,600,4.54,4.61,2.82,0.9848156182212581,601.6
0.36,Ideal,F,SI1,61.5,57.0,600,4.55,4.59,2.81,0.9912854030501089,598.3
0.26,Very Good,E,VS2,62.8,58.0,601,4.0,4.06,2.53,0.9852216748768474,569.7
0.38,Very Good,I,SI1,59.7,62.0,601,4.7,4.74,2.82,0.9915611814345991,592.5
0.3,Ideal,F,VS2,62.1,53.3,601,4.3,4.32,2.68,0.9953703703703702,587.0
0.3,Ideal,F,VS2,62.1,53.6,601,4.28,4.31,2.67,0.9930394431554526,589.3
1.11,Premium,G,SI1,62.7,57.0,5408,6.62,6.5,4.11,1.0184615384615385,5135.5
1.11,Premium,G,SI1,62.3,58.0,5408,6.61,6.52,4.09,1.0138036809815951,5378.2
1.09,Ideal,D,SI2,61.7,59.0,5410,6.64,6.62,4.09,1.0030211480362536,5322.0
1.5,Premium,F,I1,60.6,62.0,5410,7.24,7.22,4.38,1.002770083102493,5727.5
1.03,Premium,D,SI1,60.5,61.0,5410,6.47,6.43,3.9,1.0062208398133747,5595.8
1.13,Premium,H,SI1,62.1,58.0,5410,6.7,6.66,4.15,1.006006006006006,5232.14
1.0,Premium,F,SI1,60.6,62.0,5410,6.43,6.4,3.89,1.0046875,5035.8
1.01,Very Good,E,SI1,59.6,61.0,5411,6.47,6.51,3.87,0.9938556067588326,5383.6
1.01,Very Good,E,SI1,62.8,57.0,5411,6.35,6.39,4.0,0.9937402190923318,5446.2
0.91,Ideal,H,VVS2,61.7,57.0,5411,6.21,6.23,3.84,0.9967897271268057,4912.6
0.93,Ideal,E,VS2,62.4,56.0,5411,6.26,6.3,3.92,0.9936507936507937,5804.7
1.03,Ideal,E,SI1,62.0,55.0,5411,6.46,6.5,4.02,0.9938461538461538,5550.0
1.01,Good,E,SI1,63.2,59.0,5411,6.27,6.35,3.99,0.9874015748031496,5195.8
1.16,Fair,H,SI1,65.8,58.0,5411,6.54,6.46,4.28,1.0123839009287925,5321.0
1.16,Ideal,H,SI1,64.2,59.0,5411,6.66,6.61,4.26,1.0075642965204237,5326.1
1.23,Good,H,SI2,63.8,57.4,5412,6.72,6.78,4.31,0.991150442477876,5309.2
1.5,Ideal,I,I1,61.8,57.0,5412,7.31,7.39,4.54,0.9891745602165087,5598.8
1.2,Ideal,I,SI1,61.8,56.0,5412,6.77,6.8,4.19,0.9955882352941177,5679.7
1.23,Premium,I,SI1,62.5,59.0,5412,6.8,6.84,4.26,0.9941520467836257,5187.2
1.23,Premium,J,VS1,62.7,58.0,5412,6.79,6.82,4.27,0.9956011730205279,5454.9
1.24,Ideal,J,VS2,61.7,55.0,5412,6.91,6.96,4.28,0.992816091954023,5729.1
1.13,Ideal,D,SI2,60.1,55.0,5412,6.79,6.85,4.1,0.9912408759124088,5467.4
1.18,Ideal,I,SI1,61.3,55.6,5412,6.79,6.84,4.18,0.9926900584795322,5440.3
1.17,Ideal,D,SI2,62.5,56.0,5412,6.77,6.7,4.21,1.0104477611940297,5483.7
1.26,Ideal,D,SI2,61.6,56.0,5412,6.99,6.95,4.3,1.0057553956834533,5470.6
